,query_id,table_id,row,col,nul,in_links,out_links,pgcount,tImp,leftColhits,SecColhits,bodyhits,qInPgTitle,qInTableTitle,query_l,idf1,idf2,idf3,idf4,idf5,idf6,rel
0,1,table-0370-614,43,4,2,2121,858,1483.1648351648353,0.2,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,2
1,1,table-0389-400,7,6,0,84,95,136.13186813186815,0.5,0,0,0,0.0,0.010416666666666666,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,2
2,1,table-0125-805,7,6,0,247,339,218.12087912087912,0.16666666666666666,0,0,0,0.0,0.010309278350515464,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,2
3,1,table-1042-895,7,6,3,8,61,31.923076923076927,1.0,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,1
4,1,table-0255-236,66,6,1,253,1001,161.9010989010989,0.05555555555555555,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,1
5,1,table-0904-852,12,4,9,18,40,54.8021978021978,0.16666666666666666,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,1
6,1,table-0914-101,12,4,9,682,235,1299.5824175824175,0.0625,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,1
7,1,table-0037-411,23,4,23,62,119,104.53846153846152,1.0,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,1
8,1,table-0552-510,1,4,0,5,17,2.2527472527472527,0.5,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,1
9,1,table-0875-680,8,2,0,147,238,93.15384615384615,1.0,0,0,0,0.016129032258064516,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
10,1,table-1020-619,4,3,0,3,17,2.3956043956043955,1.0,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
11,1,table-0288-531,3,5,0,44,47,107.2967032967033,0.5,0,0,0,0.0,0.04,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
12,1,table-0288-530,4,5,1,44,47,107.2967032967033,0.5,0,0,0,0.0,0.03571428571428571,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
13,1,table-1000-57,2,2,0,7,369,26.72527472527473,1.0,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
14,1,table-1423-774,9,2,0,105,84,286.86813186813185,0.5,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
15,1,table-0839-987,4,5,7,47,56,14.54945054945055,1.0,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
16,1,table-1203-836,4,8,0,147,94,28.54945054945055,0.3333333333333333,0,0,0,0.0,0.024390243902439025,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
17,1,table-1203-868,4,8,0,146,96,95.96703296703295,0.5,0,0,0,0.0,0.025,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
18,1,table-0063-827,10,2,0,292,114,460.94505494505495,0.2,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
19,1,table-1071-345,16,5,0,184,173,61.912087912087905,0.0,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
20,1,table-0216-976,6,11,16,459,547,680.2197802197803,0.3333333333333333,0,0,0,0.0,0.025974025974025976,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
21,1,table-0216-970,4,11,16,459,547,680.2197802197803,0.3333333333333333,0,0,0,0.0,0.0392156862745098,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
22,1,table-1391-8,29,6,29,480,401,178.3406593406593,0.0,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
23,1,table-0377-686,1,1,0,76,74,46.05494505494506,1.0,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
24,1,table-0730-168,16,8,42,7,26,34.21978021978022,0.25,0,0,0,0.009174311926605505,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
25,1,table-0554-923,1,2,0,7,10,40.384615384615394,0.5,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
26,1,table-0552-511,1,3,0,5,17,2.2527472527472527,0.5,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
27,1,table-1402-139,5,10,0,99,305,344.3516483516484,0.5,0,0,0,0.015151515151515154,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
28,1,table-0998-242,2,2,2,24,246,10.0989010989011,0.5,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
29,1,table-0533-191,2,2,2,118,534,11.34065934065934,0.09090909090909093,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
30,1,table-0507-876,2,2,2,1489,265,258.7032967032967,0.125,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
31,1,table-0998-240,2,2,2,26,257,11.9010989010989,0.5,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
32,1,table-0998-43,2,2,2,26,257,10.857142857142858,0.5,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
33,1,table-0997-806,2,2,2,28,252,16.582417582417587,0.5,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
34,1,table-0424-979,8,4,0,9,156,4.373626373626373,1.0,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
35,1,table-0464-505,93,5,0,38,41,82.89010989010987,1.0,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
36,1,table-1049-763,13,6,3,22,114,16.384615384615387,0.08333333333333333,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
37,1,table-0031-203,32,6,11,1297,799,293.3076923076923,1.0,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
38,1,table-1049-718,30,6,11,240,620,91.24175824175823,0.022222222222222227,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
39,1,table-0168-741,6,6,0,1330,679,1010.065934065934,0.3333333333333333,0,0,0,0.0,0.015625,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
40,1,table-0060-37,62,3,26,135,336,30.56043956043956,0.04,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
41,1,table-1049-723,15,6,18,240,620,91.24175824175823,0.022222222222222227,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
42,1,table-0823-471,28,6,41,10,79,12.967032967032967,1.0,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
43,1,table-1049-725,37,6,51,240,620,91.24175824175823,0.022222222222222227,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
44,1,table-1462-893,0,1,0,238,116,176.8131868131868,0.3333333333333333,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
45,1,table-1049-749,4,6,4,240,620,91.24175824175823,0.022222222222222227,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
46,1,table-0749-810,9,3,1,103,147,214.1868131868132,0.25,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
47,1,table-1452-662,17,8,38,522,230,983.5054945054944,0.3333333333333333,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
48,1,table-1470-745,30,5,89,85,314,3.3736263736263736,0.1111111111111111,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
49,1,table-1138-576,6,2,0,940,884,148.3406593406593,0.05555555555555555,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
50,1,table-0781-227,7,2,0,284,321,113.91208791208791,0.5,0,0,0,0.02564102564102564,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
51,1,table-1318-690,3,1,0,155,144,11.538461538461537,0.07142857142857142,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
52,1,table-1260-774,2,2,2,315,329,111.76923076923076,0.125,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
53,1,table-0165-510,118,8,0,71,185,43.560439560439555,0.16666666666666666,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
54,1,table-1266-875,6,2,0,249,413,41.2967032967033,0.07692307692307693,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
55,1,table-0914-103,20,8,24,682,235,1299.5824175824175,0.0625,0,0,0,0.0,0.00684931506849315,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
56,1,table-1248-402,2,2,2,315,329,111.76923076923076,0.125,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
57,1,table-0354-778,8,2,0,159,110,290.92307692307685,0.0,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
58,1,table-0707-517,2,2,2,87,187,7.593406593406592,0.3333333333333333,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
59,1,table-0189-66,8,2,0,250,322,21.30769230769231,0.07142857142857142,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0
60,2,table-1578-197,1,6,0,591,645,178.47252747252747,0.05555555555555555,0,0,0,0.0,0.0,3,4.428092001517128,5.5855447902081705,5.5855447902081705,4.93891762528312,2.43826261852698,2.1722990700298417,2
61,2,table-1408-870,6,4,6,226,255,25.967032967032967,0.16666666666666666,0,0,0,0.025,0.0,3,4.428092001517128,5.5855447902081705,5.5855447902081705,4.93891762528312,2.43826261852698,2.1722990700298417,2
62,2,table-1408-871,12,4,12,226,255,25.967032967032967,0.16666666666666666,0,0,0,0.013513513513513514,0.0,3,4.428092001517128,5.5855447902081705,5.5855447902081705,4.93891762528312,2.43826261852698,2.1722990700298417,2
63,2,table-1408-869,7,4,7,226,255,25.967032967032967,0.16666666666666666,0,0,0,0.02083333333333333,0.0,3,4.428092001517128,5.5855447902081705,5.5855447902081705,4.93891762528312,2.43826261852698,2.1722990700298417,2
64,2,table-0517-363,5,7,1,47,65,12.329670329670328,0.3333333333333333,0,0,0,0.0,0.0,3,4.428092001517128,5.5855447902081705,5.5855447902081705,4.93891762528312,2.43826261852698,2.1722990700298417,1
65,2,table-0517-237,5,7,1,103,101,37.81318681318681,0.3333333333333333,0,0,0,0.0,0.0,3,4.428092001517128,5.5855447902081705,5.5855447902081705,4.93891762528312,2.43826261852698,2.1722990700298417,1
66,2,table-0620-231,5,9,1,54,46,15.703296703296704,0.3333333333333333,0,0,0,0.0,0.0,3,4.428092001517128,5.5855447902081705,5.5855447902081705,4.93891762528312,2.43826261852698,2.1722990700298417,1
67,2,table-0391-82,5,9,1,61,69,14.912087912087912,0.5,0,0,0,0.0,0.0,3,4.428092001517128,5.5855447902081705,5.5855447902081705,4.93891762528312,2.43826261852698,2.1722990700298417,1
68,2,table-0092-846,5,7,1,62,42,10.945054945054943,0.5,0,0,0,0.0,0.0,3,4.428092001517128,5.5855447902081705,5.5855447902081705,4.93891762528312,2.43826261852698,2.1722990700298417,1
69,2,table-0876-75,5,9,1,23,37,5.197802197802199,1.0,0,0,0,0.0,0.0,3,4.428092001517128,5.5855447902081705,5.5855447902081705,4.93891762528312,2.43826261852698,2.1722990700298417,1
70,2,table-0346-771,3,7,1,54,76,4.934065934065933,0.5,0,0,0,0.0,0.0,3,4.428092001517128,5.5855447902081705,5.5855447902081705,4.93891762528312,2.43826261852698,2.1722990700298417,1
71,2,table-0396-316,3,7,1,51,68,5.065934065934067,1.0,0,0,0,0.0,0.0,3,4.428092001517128,5.5855447902081705,5.5855447902081705,4.93891762528312,2.43826261852698,2.1722990700298417,1
72,2,table-0396-314,3,7,1,49,66,2.9670329670329667,1.0,0,0,0,0.0,0.0,3,4.428092001517128,5.5855447902081705,5.5855447902081705,4.93891762528312,2.43826261852698,2.1722990700298417,1
73,2,table-0396-317,3,7,1,51,69,4.483516483516484,1.0,0,0,0,0.0,0.0,3,4.428092001517128,5.5855447902081705,5.5855447902081705,4.93891762528312,2.43826261852698,2.1722990700298417,1
74,2,table-0396-315,3,7,1,51,68,4.0,1.0,0,0,0,0.0,0.0,3,4.428092001517128,5.5855447902081705,5.5855447902081705,4.93891762528312,2.43826261852698,2.1722990700298417,1
75,2,table-0395-845,3,7,1,41,69,3.43956043956044,1.0,0,0,0,0.0,0.0,3,4.428092001517128,5.5855447902081705,5.5855447902081705,4.93891762528312,2.43826261852698,2.1722990700298417,1
76,2,table-0552-593,3,7,1,50,60,13.703296703296704,0.3333333333333333,0,0,0,0.0,0.0,3,4.428092001517128,5.5855447902081705,5.5855447902081705,4.93891762528312,2.43826261852698,2.1722990700298417,1
77,2,table-0915-390,5,6,5,22,23,4.285714285714286,1.0,0,0,0,0.0,0.0,3,4.428092001517128,5.5855447902081705,5.5855447902081705,4.93891762528312,2.43826261852698,2.1722990700298417,1
78,2,table-1038-905,2,7,1,1864,717,5597.934065934066,0.3333333333333333,0,0,0,0.0,0.0,3,4.428092001517128,5.5855447902081705,5.5855447902081705,4.93891762528312,2.43826261852698,2.1722990700298417,1
79,2,table-1621-634,13,8,0,182,254,17.120879120879117,0.25,0,0,0,0.0,0.0,3,4.428092001517128,5.5855447902081705,5.5855447902081705,4.93891762528312,2.43826261852698,2.1722990700298417,1
80,2,table-0398-518,27,8,52,278,557,1051.3076923076924,0.2,0,0,0,0.0,0.0,3,4.428092001517128,5.5855447902081705,5.5855447902081705,4.93891762528312,2.43826261852698,2.1722990700298417,1
81,2,table-1600-861,3,13,3,83,101,87.52747252747254,1.0,0,0,0,0.0,0.0,3,4.428092001517128,5.5855447902081705,5.5855447902081705,4.93891762528312,2.43826261852698,2.1722990700298417,1
82,2,table-0346-14,3,2,2,356,355,40.64835164835165,0.1111111111111111,0,0,0,0.038461538461538464,0.0,3,4.428092001517128,5.5855447902081705,5.5855447902081705,4.93891762528312,2.43826261852698,2.1722990700298417,1
