,query_id,query,table_id,row,col,nul,in_links,out_links,pgcount,tImp,leftColhits,SecColhits,bodyhits,qInPgTitle,qInTableTitle,query_l,idf1,idf2,idf3,idf4,idf5,idf6,esim,eavg,emax,esum,resim,reavg,remax,resum
0,1,world interest rates table,table-0370-614,43,4,2,2121,858,1483.1648351648353,0.2,0,0,0,0.0,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.6009284778292006,0.14127544964729186,1.0000000000000002,6.216119784480842,0.6420394058879911,0.11508876341475636,0.6854827966277737,0.9207101073180509
1,1,world interest rates table,table-0389-400,7,6,0,84,95,136.13186813186815,0.5,0,0,0,0.0,0.010416666666666666,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.6815284500479374,0.14429526933364378,1.0,10.389259392022351,0.8726139027584161,0.24911083691552285,0.744914528570525,1.9928866953241828
2,1,world interest rates table,table-0125-805,7,6,0,247,339,218.12087912087912,0.16666666666666666,0,0,0,0.0,0.010309278350515464,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.6775101424824626,0.12949455045308372,1.0,10.359564036246699,0.904720032197495,0.29401122850171646,0.744914528570525,2.646101056515448
3,1,world interest rates table,table-1042-895,7,6,3,8,61,31.923076923076923,1.0,0,0,0,0.0,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.7369461054011972,0.15605654646562578,1.0000000000000002,11.236071345525056,0.8825668163204025,0.5563920520376199,0.6871027950841807,1.6691761561128595
4,1,world interest rates table,table-0255-236,66,6,1,253,1001,161.9010989010989,0.05555555555555555,0,0,0,0.0,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.6049649628922729,0.12648151606801863,0.819707073817797,5.56518670699282,0.6403172620340315,0.07686758782530428,1.0,9.300978126861818
5,1,world interest rates table,table-0904-852,12,4,9,18,40,54.8021978021978,0.16666666666666666,0,0,0,0.0,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.5145813355517083,0.12939914625216792,1.0000000000000002,11.904721455199448,0.8786402436079149,0.35917542067929387,0.8320386213915084,1.4367016827171755
6,1,world interest rates table,table-0914-101,12,4,9,682,235,1299.5824175824175,0.0625,0,0,0,0.0,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.517124290205162,0.13996317438740186,1.0000000000000002,10.63720125344254,0.7497351779947766,0.45692640327696477,0.8320386213915084,1.827705613107859
7,1,world interest rates table,table-0037-411,23,4,23,62,119,104.53846153846153,1.0,0,0,0,0.0,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.6749525690059784,0.1127343655461322,1.0000000000000002,9.920624168059634,0.738120236207001,0.3858806337743686,0.702302705399057,1.1576419013231058
8,1,world interest rates table,table-0552-510,1,4,0,5,17,2.2527472527472527,0.5,0,0,0,0.0,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.7992971145225695,0.16645421200830401,1.0,6.658168480332161,-0.203574830049908,-0.203574830049908,-0.203574830049908,-0.203574830049908
9,1,world interest rates table,table-0875-680,8,2,0,147,238,93.15384615384616,1.0,0,0,0,0.016129032258064516,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.7195114613150227,0.1427921758833367,1.0000000000000002,17.706229809533752,0.1927342043017067,0.06231978809552313,0.30028991778925346,0.12463957619104626
